Cliente,Fecha,Importe,Estado
9197,30/06/2020,90474,Completado
9541,30/06/2020,69884,Completado
9369,30/06/2020,56462,Completado
10370,30/06/2020,54433,Completado
9365,30/06/2020,16563,Completado
10134,30/06/2020,71238,Completado
9638,30/06/2020,99483,Completado
9274,30/06/2020,47684,Completado
9293,30/06/2020,38547,Completado
10182,30/06/2020,68158,Completado
10520,30/06/2020,22000,Completado
9865,30/06/2020,75537,Completado
10551,30/06/2020,25381,Completado
10164,30/06/2020,69047,Completado
10165,30/06/2020,21942,Completado
9190,30/06/2020,28910,Completado
9396,01/07/2020,27362,Completado
9189,01/07/2020,44498,Completado
9625,01/07/2020,81537,Completado
9421,01/07/2020,75783,Completado
9137,01/07/2020,21057,Completado
9402,01/07/2020,24258,Completado
9694,01/07/2020,42478,Completado
9198,01/07/2020,41568,Completado
9683,01/07/2020,15610,Completado
9071,01/07/2020,57128,Completado
9610,01/07/2020,42511,Completado
9985,01/07/2020,48216,Completado
10453,01/07/2020,21979,Completado
9047,01/07/2020,33751,Completado
9239,01/07/2020,17311,Completado
9473,01/07/2020,19207,Completado
10203,01/07/2020,84477,Completado
9560,01/07/2020,70224,Completado
9833,01/07/2020,62292,Completado
9988,01/07/2020,44486,Completado
10349,02/07/2020,75537,Completado
10505,02/07/2020,56733,Completado
10048,02/07/2020,59118,Completado
9014,02/07/2020,10073,Completado
10266,02/07/2020,51277,Completado
10293,02/07/2020,66071,Completado
10401,02/07/2020,62432,Completado
9662,02/07/2020,87626,Completado
9381,02/07/2020,71198,Completado
9840,02/07/2020,26899,Completado
9697,02/07/2020,50991,Completado
9957,02/07/2020,89871,Completado
9464,02/07/2020,80156,Completado
10186,02/07/2020,57518,Completado
9904,02/07/2020,40229,Completado
10427,02/07/2020,84799,Completado
10551,02/07/2020,52081,Completado
10315,02/07/2020,64309,Completado
9698,02/07/2020,57710,Completado
10382,02/07/2020,75123,Completado
10353,03/07/2020,96310,Completado
10116,03/07/2020,753,Completado
9742,03/07/2020,81203,Completado
9335,03/07/2020,39176,Completado
10463,03/07/2020,27991,Completado
10263,03/07/2020,89025,Completado
9945,03/07/2020,39082,Completado
10273,03/07/2020,34125,Completado
9601,03/07/2020,97572,Completado
9007,03/07/2020,7173,Completado
10209,03/07/2020,72430,Completado
9970,03/07/2020,62386,Completado
10224,03/07/2020,87614,Completado
9046,03/07/2020,32991,Completado
9746,03/07/2020,61836,Completado
9256,03/07/2020,336,Completado
10540,03/07/2020,67185,Completado
9796,03/07/2020,56718,Completado
9882,03/07/2020,14138,Completado
10317,03/07/2020,87887,Completado
9888,04/07/2020,12142,Completado
9733,04/07/2020,51901,Completado
10494,04/07/2020,12954,Completado
9277,04/07/2020,84507,Completado
9384,04/07/2020,85931,Completado
10593,04/07/2020,10356,Completado
9937,04/07/2020,32148,Completado
10367,04/07/2020,82815,Completado
9489,04/07/2020,85377,Completado
10254,04/07/2020,39140,Completado
10115,04/07/2020,10964,Completado
9044,04/07/2020,88353,Completado
9419,04/07/2020,45520,Completado
10639,04/07/2020,21340,Completado
10242,04/07/2020,91240,Completado
9859,04/07/2020,60469,Completado
10064,04/07/2020,9455,Completado
9365,04/07/2020,37068,Completado
9031,04/07/2020,19569,Completado
9993,04/07/2020,15534,Completado
10516,05/07/2020,59855,Completado
9696,05/07/2020,49172,Completado
10385,05/07/2020,7617,Completado
9306,05/07/2020,92756,Completado
9752,05/07/2020,14040,Completado
9321,05/07/2020,50063,Completado
9544,05/07/2020,59538,Completado
9091,05/07/2020,84099,Completado
10158,05/07/2020,78668,Completado
9069,05/07/2020,71457,Completado
9058,05/07/2020,59578,Completado
9378,05/07/2020,23549,Completado
9750,05/07/2020,71174,Completado
10323,05/07/2020,57007,Completado
10284,05/07/2020,21751,Completado
9736,05/07/2020,41051,Completado
9403,05/07/2020,99407,Completado
9346,05/07/2020,96383,Completado
10022,05/07/2020,2956,Completado
10285,05/07/2020,79377,Completado
10414,06/07/2020,7416,Completado
9904,06/07/2020,23725,Completado
10525,06/07/2020,78476,Completado
9619,06/07/2020,72111,Completado
10626,06/07/2020,79988,Completado
9783,06/07/2020,75458,Completado
9968,06/07/2020,80612,Completado
9517,06/07/2020,84251,Completado
10635,06/07/2020,14856,Completado
10534,06/07/2020,15160,Completado
9573,06/07/2020,97612,Completado
9986,06/07/2020,16587,Completado
10317,06/07/2020,50967,Completado
9331,06/07/2020,15702,Completado
9425,06/07/2020,37856,Completado
9450,06/07/2020,70355,Completado
10516,06/07/2020,65329,Completado
9134,06/07/2020,8439,Completado
9433,06/07/2020,53973,Completado
10078,06/07/2020,77731,Completado
9982,07/07/2020,28286,Completado
9309,07/07/2020,91788,Completado
10490,07/07/2020,32260,Completado
10151,07/07/2020,91097,Completado
9111,07/07/2020,22600,Completado
9620,07/07/2020,5025,Completado
9262,07/07/2020,41738,Completado
9807,07/07/2020,37591,Completado
10591,07/07/2020,25752,Completado
9494,07/07/2020,60305,Completado
9634,07/07/2020,47885,Completado
10403,07/07/2020,34168,Completado
10386,07/07/2020,53632,Completado
9127,07/07/2020,43184,Completado
9685,07/07/2020,87516,Completado
9144,07/07/2020,67096,Completado
10314,07/07/2020,67489,Completado
9157,07/07/2020,69835,Completado
10249,07/07/2020,7444,Completado
10381,07/07/2020,32820,Completado
9440,08/07/2020,42831,Completado
10547,08/07/2020,11043,Completado
10532,08/07/2020,63098,Completado
9138,08/07/2020,40597,Completado
10486,08/07/2020,999,Completado
9727,08/07/2020,75208,Completado
10507,08/07/2020,83892,Completado
9391,08/07/2020,79505,Completado
9989,08/07/2020,3315,Completado
10404,08/07/2020,57871,Completado
10225,08/07/2020,96751,Completado
9661,08/07/2020,46853,Completado
10057,08/07/2020,8147,Completado
9247,08/07/2020,49354,Completado
9334,08/07/2020,14947,Completado
10185,08/07/2020,38355,Completado
10584,08/07/2020,89394,Completado
9749,08/07/2020,8314,Completado
10092,08/07/2020,87139,Completado
10434,08/07/2020,2661,Completado
9905,09/07/2020,19383,Completado
9975,09/07/2020,95491,Completado
9074,09/07/2020,12896,Completado
10119,09/07/2020,56441,Completado
10578,09/07/2020,10794,Completado
10251,09/07/2020,72783,Completado
10463,09/07/2020,14911,Completado
10409,09/07/2020,64151,Completado
10579,09/07/2020,25347,Completado
9548,09/07/2020,60749,Completado
9942,09/07/2020,79133,Completado
10411,09/07/2020,77737,Completado
9504,09/07/2020,42167,Completado
10294,09/07/2020,62292,Completado
10049,09/07/2020,54874,Completado
10445,09/07/2020,41026,Completado
10035,09/07/2020,89305,Completado
10232,09/07/2020,47176,Completado
9407,09/07/2020,16612,Completado
10584,09/07/2020,54971,Completado
9754,10/07/2020,38510,Completado
9292,10/07/2020,98847,Completado
10267,10/07/2020,89917,Completado
9399,10/07/2020,7240,Completado
9599,10/07/2020,60506,Completado
10082,10/07/2020,25365,Completado
9797,10/07/2020,40543,Completado
9495,10/07/2020,61802,Completado
9378,10/07/2020,45855,Completado
10365,10/07/2020,29680,Completado
9681,10/07/2020,22609,Completado
10088,10/07/2020,14348,Completado
10060,10/07/2020,85176,Completado
10547,10/07/2020,46348,Completado
9462,10/07/2020,92923,Completado
9656,10/07/2020,6178,Completado
9695,10/07/2020,14628,Completado
9849,10/07/2020,37941,Completado
9971,10/07/2020,86749,Completado
10449,10/07/2020,4276,Completado
9409,11/07/2020,20753,Completado
9276,11/07/2020,54621,Completado
10376,11/07/2020,54402,Completado
10035,11/07/2020,41598,Completado
9737,11/07/2020,11497,Completado
9842,11/07/2020,56940,Completado
10375,11/07/2020,62222,Completado
9504,11/07/2020,21182,Completado
10447,11/07/2020,46561,Completado
9371,11/07/2020,339,Completado
9301,11/07/2020,55875,Completado
10371,11/07/2020,81069,Completado
10573,11/07/2020,32452,Completado
9361,11/07/2020,81711,Completado
10370,11/07/2020,85079,Completado
10028,11/07/2020,24517,Completado
10297,11/07/2020,78065,Completado
10544,11/07/2020,51171,Completado
10328,11/07/2020,92111,Completado
10566,11/07/2020,8968,Completado
9751,12/07/2020,15254,Completado
10302,12/07/2020,81781,Completado
9046,12/07/2020,61772,Completado
9712,12/07/2020,1188,Completado
9659,12/07/2020,78443,Completado
10146,12/07/2020,6543,Completado
9452,12/07/2020,34220,Completado
10058,12/07/2020,92333,Completado
10555,12/07/2020,51308,Completado
10251,12/07/2020,13630,Completado
9433,12/07/2020,80448,Completado
10412,12/07/2020,77725,Completado
10546,12/07/2020,71034,Completado
9128,12/07/2020,8031,Completado
10409,12/07/2020,40941,Completado
10501,12/07/2020,95969,Completado
9873,12/07/2020,99018,Completado
10082,12/07/2020,32565,Completado
9651,12/07/2020,24587,Completado
9312,12/07/2020,34229,Completado
9089,13/07/2020,52123,Completado
9782,13/07/2020,53298,Completado
9256,13/07/2020,72573,Completado
10209,13/07/2020,92567,Completado
9094,13/07/2020,95951,Completado
10060,13/07/2020,6656,Completado
10525,13/07/2020,83984,Completado
9816,13/07/2020,14755,Completado
9725,13/07/2020,3382,Completado
10188,13/07/2020,8570,Completado
10196,13/07/2020,3151,Completado
10124,13/07/2020,76340,Completado
10200,13/07/2020,71000,Completado
9217,13/07/2020,27718,Completado
10030,13/07/2020,69287,Completado
9424,13/07/2020,41267,Completado
9771,13/07/2020,4045,Completado
10177,13/07/2020,19895,Completado
10165,13/07/2020,31722,Completado
9902,13/07/2020,75181,Completado
10218,14/07/2020,57159,Completado
9672,14/07/2020,24973,Completado
9251,14/07/2020,22685,Completado
10621,14/07/2020,26084,Completado
10331,14/07/2020,43969,Completado
9068,14/07/2020,27106,Completado
9724,14/07/2020,96580,Completado
10593,14/07/2020,63442,Completado
10468,14/07/2020,4252,Completado
9436,14/07/2020,76611,Completado
10129,14/07/2020,30958,Completado
10398,14/07/2020,83472,Completado
9089,14/07/2020,36079,Completado
9990,14/07/2020,75385,Completado
9157,14/07/2020,87148,Completado
9086,14/07/2020,74083,Completado
9369,14/07/2020,90547,Completado
10019,14/07/2020,23433,Completado
9901,14/07/2020,38537,Completado
9500,14/07/2020,43579,Completado
9568,15/07/2020,28265,Completado
9389,15/07/2020,28612,Completado
9495,15/07/2020,55832,Completado
9006,15/07/2020,11731,Completado
10050,15/07/2020,37253,Completado
9233,15/07/2020,79559,Completado
10359,15/07/2020,59374,Completado
10166,15/07/2020,63117,Completado
10645,15/07/2020,16414,Completado
9576,15/07/2020,80363,Completado
10255,15/07/2020,31095,Completado
10231,15/07/2020,63975,Completado
9857,15/07/2020,18349,Completado
10443,15/07/2020,47237,Completado
9004,15/07/2020,89698,Completado
10579,15/07/2020,39612,Completado
9216,15/07/2020,56587,Completado
9885,15/07/2020,68420,Completado
10470,15/07/2020,29902,Completado
9915,15/07/2020,15875,Completado
9609,16/07/2020,74804,Completado
10439,16/07/2020,27246,Completado
9948,16/07/2020,20777,Completado
9181,16/07/2020,22673,Completado
9458,16/07/2020,78078,Completado
9342,16/07/2020,85484,Completado
9717,16/07/2020,70200,Completado
10100,16/07/2020,60077,Completado
9693,16/07/2020,27340,Completado
10333,16/07/2020,32537,Completado
10132,16/07/2020,50194,Completado
10636,16/07/2020,27057,Completado
9047,16/07/2020,95269,Completado
9344,16/07/2020,92804,Completado
9141,16/07/2020,83661,Completado
10520,16/07/2020,11634,Completado
9444,16/07/2020,87130,Completado
10006,16/07/2020,701,Completado
10230,16/07/2020,96097,Completado
10412,16/07/2020,45122,Completado
10058,17/07/2020,20710,Completado
9747,17/07/2020,32355,Completado
9199,17/07/2020,27861,Completado
9622,17/07/2020,18401,Completado
9821,17/07/2020,70614,Completado
9135,17/07/2020,5840,Completado
9094,17/07/2020,9050,Completado
10610,17/07/2020,59298,Completado
10122,17/07/2020,76374,Completado
9897,17/07/2020,38696,Completado
9039,17/07/2020,98147,Completado
10539,17/07/2020,74977,Completado
9497,17/07/2020,10194,Completado
9869,17/07/2020,71615,Completado
9715,17/07/2020,83031,Completado
9480,17/07/2020,54545,Completado
10034,17/07/2020,8500,Completado
9655,17/07/2020,52637,Completado
9176,17/07/2020,42173,Completado
10597,17/07/2020,35172,Completado
9180,18/07/2020,66990,Completado
9631,18/07/2020,84011,Completado
10386,18/07/2020,70857,Completado
9026,18/07/2020,30815,Completado
9849,18/07/2020,97098,Completado
10432,18/07/2020,33088,Completado
9226,18/07/2020,69692,Completado
10568,18/07/2020,23272,Completado
9350,18/07/2020,44787,Completado
10370,18/07/2020,3208,Completado
9017,18/07/2020,93967,Completado
9458,18/07/2020,15522,Completado
9906,18/07/2020,71654,Completado
9627,18/07/2020,69242,Completado
10585,18/07/2020,67395,Completado
9120,18/07/2020,47708,Completado
9639,18/07/2020,716,Completado
9722,18/07/2020,75455,Completado
9099,18/07/2020,56681,Completado
10217,18/07/2020,75999,Completado
10213,19/07/2020,20954,Completado
9891,19/07/2020,93918,Completado
9225,19/07/2020,10191,Completado
10426,19/07/2020,13496,Completado
9867,19/07/2020,58321,Completado
10259,19/07/2020,47888,Completado
9216,19/07/2020,57460,Completado
9359,19/07/2020,32844,Completado
9831,19/07/2020,6701,Completado
10276,19/07/2020,95436,Completado
9890,19/07/2020,73368,Completado
10386,19/07/2020,33833,Completado
9417,19/07/2020,21185,Completado
9006,19/07/2020,78345,Completado
9009,19/07/2020,2569,Completado
9519,19/07/2020,70629,Completado
9547,19/07/2020,76003,Completado
10558,19/07/2020,30374,Completado
9022,19/07/2020,46835,Completado
9166,19/07/2020,43725,Completado
9911,20/07/2020,83339,Completado
9982,20/07/2020,49890,Completado
10206,20/07/2020,17351,Completado
9068,20/07/2020,52403,Completado
9611,20/07/2020,74414,Completado
10620,20/07/2020,35434,Completado
10599,20/07/2020,45511,Completado
10591,20/07/2020,11877,Completado
9661,20/07/2020,44093,Completado
10422,20/07/2020,81799,Completado
9422,20/07/2020,59861,Completado
9723,20/07/2020,30702,Completado
9118,20/07/2020,57214,Completado
9833,20/07/2020,41102,Completado
9065,20/07/2020,23272,Completado
10003,20/07/2020,52841,Completado
9629,20/07/2020,18413,Completado
10034,20/07/2020,43509,Completado
9057,20/07/2020,33054,Completado
9347,20/07/2020,60588,Completado
10329,21/07/2020,2770,Completado
9730,21/07/2020,83214,Completado
10102,21/07/2020,84528,Completado
10099,21/07/2020,40676,Completado
9518,21/07/2020,50581,Completado
10379,21/07/2020,65587,Completado
10104,21/07/2020,96349,Completado
9559,21/07/2020,12714,Completado
9829,21/07/2020,24395,Completado
10101,21/07/2020,16304,Completado
10267,21/07/2020,97852,Completado
10445,21/07/2020,20223,Completado
10451,21/07/2020,26945,Completado
9319,21/07/2020,53696,Completado
9880,21/07/2020,79867,Completado
10183,21/07/2020,84297,Completado
9421,21/07/2020,83707,Completado
10017,21/07/2020,24596,Completado
9541,21/07/2020,7584,Completado
10145,21/07/2020,20159,Completado
9415,22/07/2020,87209,Completado
10273,22/07/2020,99842,Completado
9641,22/07/2020,95120,Completado
10276,22/07/2020,13961,Completado
10580,22/07/2020,3081,Completado
10509,22/07/2020,36231,Completado
9064,22/07/2020,45676,Completado
10519,22/07/2020,65463,Completado
10160,22/07/2020,38662,Completado
10082,22/07/2020,96054,Completado
9024,22/07/2020,48956,Completado
9151,22/07/2020,91231,Completado
10542,22/07/2020,76355,Completado
9010,22/07/2020,34862,Completado
10521,22/07/2020,46245,Completado
9548,22/07/2020,90169,Completado
9423,22/07/2020,66573,Completado
9908,22/07/2020,45934,Completado
10370,22/07/2020,54834,Completado
9060,22/07/2020,72251,Completado
9913,23/07/2020,84236,Completado
10257,23/07/2020,72090,Completado
10586,23/07/2020,56249,Completado
9483,23/07/2020,49546,Completado
9468,23/07/2020,48721,Completado
9684,23/07/2020,77137,Completado
9880,23/07/2020,46476,Completado
9633,23/07/2020,89591,Completado
10407,23/07/2020,4696,Completado
9223,23/07/2020,80542,Completado
10176,23/07/2020,48837,Completado
9648,23/07/2020,32242,Completado
9250,23/07/2020,66391,Completado
9138,23/07/2020,55002,Completado
10158,23/07/2020,89436,Completado
10555,23/07/2020,66479,Completado
9296,23/07/2020,25439,Completado
10240,23/07/2020,85733,Completado
10549,23/07/2020,35534,Completado
9112,23/07/2020,73368,Completado
10373,24/07/2020,18005,Completado
10472,24/07/2020,93553,Completado
9723,24/07/2020,94457,Completado
9303,24/07/2020,28381,Completado
10306,24/07/2020,57837,Completado
9932,24/07/2020,19119,Completado
9391,24/07/2020,78674,Completado
9366,24/07/2020,67227,Completado
9893,24/07/2020,30413,Completado
9513,24/07/2020,69430,Completado
10621,24/07/2020,29336,Completado
10404,24/07/2020,15754,Completado
9841,24/07/2020,48518,Completado
9758,24/07/2020,29671,Completado
10072,24/07/2020,4781,Completado
10410,24/07/2020,78920,Completado
9575,24/07/2020,72531,Completado
9910,24/07/2020,33167,Completado
9580,24/07/2020,31095,Completado
10003,24/07/2020,96517,Completado
9526,25/07/2020,91511,Completado
10463,25/07/2020,97533,Completado
9514,25/07/2020,15239,Completado
10144,25/07/2020,57667,Completado
10340,25/07/2020,67516,Completado
9346,25/07/2020,22253,Completado
10552,25/07/2020,19633,Completado
10062,25/07/2020,79395,Completado
9008,25/07/2020,41915,Completado
9811,25/07/2020,46476,Completado
9089,25/07/2020,826,Completado
10321,25/07/2020,48703,Completado
9999,25/07/2020,4927,Completado
10448,25/07/2020,73593,Completado
9295,25/07/2020,9288,Completado
9510,25/07/2020,24903,Completado
10281,25/07/2020,26869,Completado
10197,25/07/2020,54874,Completado
9066,25/07/2020,52704,Completado
9362,25/07/2020,6315,Completado
9222,26/07/2020,52899,Completado
10290,26/07/2020,36566,Completado
9203,26/07/2020,21602,Completado
10212,26/07/2020,58406,Completado
10479,26/07/2020,59207,Completado
9803,26/07/2020,69957,Completado
9641,26/07/2020,76069,Completado
9953,26/07/2020,5722,Completado
9272,26/07/2020,72077,Completado
9652,26/07/2020,83999,Completado
9175,26/07/2020,97795,Completado
9768,26/07/2020,83463,Completado
9492,26/07/2020,49908,Completado
10208,26/07/2020,19682,Completado
10320,26/07/2020,2013,Completado
10210,26/07/2020,56127,Completado
9744,26/07/2020,26902,Completado
9114,26/07/2020,26713,Completado
9580,26/07/2020,12093,Completado
9122,26/07/2020,93410,Completado
9347,27/07/2020,19989,Completado
9189,27/07/2020,24587,Completado
9300,27/07/2020,99097,Completado
9640,27/07/2020,13481,Completado
9596,27/07/2020,97770,Completado
10077,27/07/2020,23902,Completado
9991,27/07/2020,81851,Completado
10302,27/07/2020,84111,Completado
10301,27/07/2020,13240,Completado
9977,27/07/2020,11460,Completado
9433,27/07/2020,88490,Completado
10170,27/07/2020,91457,Completado
9817,27/07/2020,95284,Completado
9220,27/07/2020,97095,Completado
10217,27/07/2020,83241,Completado
9221,27/07/2020,66424,Completado
10221,27/07/2020,9002,Completado
9122,27/07/2020,24894,Completado
9387,27/07/2020,53763,Completado
10593,27/07/2020,76292,Completado
9525,28/07/2020,70930,Completado
9391,28/07/2020,42885,Completado
9684,28/07/2020,61379,Completado
9868,28/07/2020,78668,Completado
10553,28/07/2020,34314,Completado
9037,28/07/2020,40357,Completado
9604,28/07/2020,54530,Completado
9245,28/07/2020,37162,Completado
10281,28/07/2020,30432,Completado
9126,28/07/2020,43652,Completado
10111,28/07/2020,43646,Completado
10526,28/07/2020,99374,Completado
9121,28/07/2020,76699,Completado
9160,28/07/2020,76352,Completado
10043,28/07/2020,39216,Completado
9962,28/07/2020,39554,Completado
10541,28/07/2020,45913,Completado
10250,28/07/2020,81772,Completado
9951,28/07/2020,52175,Completado
9741,28/07/2020,59757,Completado
9381,29/07/2020,96602,Completado
10264,29/07/2020,7471,Completado
9559,29/07/2020,56919,Completado
9955,29/07/2020,58011,Completado
9972,29/07/2020,68965,Completado
9045,29/07/2020,51798,Completado
10365,29/07/2020,16596,Completado
10635,29/07/2020,55580,Completado
9933,29/07/2020,39864,Completado
10558,29/07/2020,75388,Completado
10225,29/07/2020,70471,Completado
9059,29/07/2020,88295,Completado
10479,29/07/2020,42797,Completado
10427,29/07/2020,72038,Completado
9659,29/07/2020,85618,Completado
10423,29/07/2020,60509,Completado
10489,29/07/2020,49595,Completado
10002,29/07/2020,3966,Completado
10132,29/07/2020,68609,Completado
9116,29/07/2020,60165,Completado
9011,30/07/2020,14424,Completado
9243,30/07/2020,98190,Completado
9256,30/07/2020,41264,Completado
9665,30/07/2020,38279,Completado
9605,30/07/2020,79818,Completado
9688,30/07/2020,8783,Completado
9354,30/07/2020,78428,Completado
10070,30/07/2020,49227,Completado
10101,30/07/2020,47398,Completado
9390,30/07/2020,35519,Completado
9783,30/07/2020,9257,Completado
10003,30/07/2020,54856,Completado
9001,30/07/2020,7629,Completado
9583,30/07/2020,11947,Completado
9330,30/07/2020,78142,Completado
9350,30/07/2020,89999,Completado
10448,30/07/2020,34886,Completado
10038,30/07/2020,50431,Completado
10458,30/07/2020,72683,Completado
10254,30/07/2020,91499,Completado
9657,31/07/2020,44495,Completado
9553,31/07/2020,53383,Completado
10603,31/07/2020,9552,Completado
9477,31/07/2020,88669,Completado
9811,31/07/2020,11244,Completado
9949,31/07/2020,84410,Completado
10117,31/07/2020,85030,Completado
9085,31/07/2020,57229,Completado
9548,31/07/2020,50766,Completado
10392,31/07/2020,4176,Completado
10557,31/07/2020,89625,Completado
9222,31/07/2020,34974,Completado
10395,31/07/2020,64757,Completado
10151,31/07/2020,65895,Completado
9884,31/07/2020,81476,Completado
9330,31/07/2020,677,Completado
9607,31/07/2020,46677,Completado
9916,31/07/2020,77570,Completado
9383,31/07/2020,25308,Completado
9569,31/07/2020,14646,Completado
9653,01/08/2020,51010,Completado
10030,01/08/2020,22438,Completado
9271,01/08/2020,91937,Completado
9150,01/08/2020,22864,Completado
9821,01/08/2020,25384,Completado
10573,01/08/2020,43774,Completado
9456,01/08/2020,23050,Completado
9811,01/08/2020,22481,Completado
9539,01/08/2020,4155,Completado
10004,01/08/2020,93188,Completado
10489,01/08/2020,53839,Completado
9635,01/08/2020,90255,Completado
10257,01/08/2020,65155,Completado
10595,01/08/2020,40083,Completado
9792,01/08/2020,3619,Completado
10220,01/08/2020,74493,Completado
9311,01/08/2020,49680,Completado
9258,01/08/2020,42809,Completado
9609,01/08/2020,23972,Completado
9261,01/08/2020,47209,Completado
10443,02/08/2020,42700,Completado
9967,02/08/2020,84805,Completado
10357,02/08/2020,13392,Completado
9785,02/08/2020,20987,Completado
9850,02/08/2020,18048,Completado
10066,02/08/2020,71584,Completado
9108,02/08/2020,91259,Completado
9846,02/08/2020,27267,Completado
10403,02/08/2020,44459,Completado
9809,02/08/2020,89728,Completado
9811,02/08/2020,37399,Completado
10532,02/08/2020,57527,Completado
9754,02/08/2020,55385,Completado
10595,02/08/2020,30258,Completado
9023,02/08/2020,90106,Completado
9357,02/08/2020,66801,Completado
10032,02/08/2020,79952,Completado
10113,02/08/2020,71989,Completado
9826,02/08/2020,11795,Completado
10326,02/08/2020,39481,Completado
9651,03/08/2020,37719,Completado
9216,03/08/2020,30709,Completado
9623,03/08/2020,11676,Completado
9516,03/08/2020,17765,Completado
10129,03/08/2020,94247,Completado
9124,03/08/2020,66844,Completado
9529,03/08/2020,35729,Completado
10480,03/08/2020,92692,Completado
9945,03/08/2020,81969,Completado
10477,03/08/2020,59593,Completado
9155,03/08/2020,16368,Completado
10249,03/08/2020,58686,Completado
10134,03/08/2020,80113,Completado
9309,03/08/2020,40406,Completado
9828,03/08/2020,84693,Completado
10203,03/08/2020,27742,Completado
10194,03/08/2020,59882,Completado
9673,03/08/2020,90535,Completado
9797,03/08/2020,47437,Completado
9070,03/08/2020,9193,Completado
9156,04/08/2020,90498,Completado
10154,04/08/2020,1833,Completado
9498,04/08/2020,22980,Completado
9272,04/08/2020,50316,Completado
10136,04/08/2020,9309,Completado
10327,04/08/2020,96565,Completado
10467,04/08/2020,42895,Completado
10332,04/08/2020,40415,Completado
10291,04/08/2020,51576,Completado
9196,04/08/2020,15781,Completado
9503,04/08/2020,14975,Completado
9059,04/08/2020,75762,Completado
9079,04/08/2020,46975,Completado
10416,04/08/2020,62590,Completado
9498,04/08/2020,47647,Completado
9808,04/08/2020,89211,Completado
10137,04/08/2020,74323,Completado
9630,04/08/2020,15458,Completado
9087,04/08/2020,39091,Completado
10275,04/08/2020,40646,Completado
10214,05/08/2020,81820,Completado
9974,05/08/2020,97572,Completado
10594,05/08/2020,26580,Completado
10522,05/08/2020,70045,Completado
9688,05/08/2020,68171,Completado
9821,05/08/2020,14497,Completado
10094,05/08/2020,99638,Completado
9055,05/08/2020,14929,Completado
10130,05/08/2020,26875,Completado
10478,05/08/2020,48162,Completado
9061,05/08/2020,76398,Completado
10616,05/08/2020,86862,Completado
10431,05/08/2020,52564,Completado
9270,05/08/2020,19721,Completado
9772,05/08/2020,39885,Completado
9507,05/08/2020,15020,Completado
9711,05/08/2020,11126,Completado
9296,05/08/2020,9677,Completado
9278,05/08/2020,39301,Completado
9316,05/08/2020,46725,Completado
10437,06/08/2020,69747,Completado
9638,06/08/2020,43591,Completado
10021,06/08/2020,53033,Completado
9935,06/08/2020,16240,Completado
10229,06/08/2020,92877,Completado
10586,06/08/2020,39478,Completado
9280,06/08/2020,13952,Completado
9604,06/08/2020,71107,Completado
10325,06/08/2020,97496,Completado
9198,06/08/2020,16983,Completado
10202,06/08/2020,96465,Completado
10442,06/08/2020,64988,Completado
9440,06/08/2020,72799,Completado
9871,06/08/2020,69701,Completado
10011,06/08/2020,68822,Completado
9376,06/08/2020,9820,Completado
9355,06/08/2020,61592,Completado
10441,06/08/2020,1045,Completado
9808,06/08/2020,3902,Completado
9028,06/08/2020,91794,Completado
9188,07/08/2020,4903,Completado
9875,07/08/2020,19432,Completado
9770,07/08/2020,55260,Completado
9051,07/08/2020,51709,Completado
9746,07/08/2020,47702,Completado
9590,07/08/2020,99961,Completado
9491,07/08/2020,96100,Completado
9198,07/08/2020,23494,Completado
9856,07/08/2020,9616,Completado
10036,07/08/2020,6592,Completado
10173,07/08/2020,18766,Completado
9305,07/08/2020,39192,Completado
9481,07/08/2020,14710,Completado
9141,07/08/2020,74606,Completado
10445,07/08/2020,96565,Completado
9472,07/08/2020,94788,Completado
9750,07/08/2020,86819,Completado
9177,07/08/2020,61270,Completado
10605,07/08/2020,12041,Completado
10461,07/08/2020,78933,Completado
9910,08/08/2020,6610,Completado
9027,08/08/2020,52917,Completado
10501,08/08/2020,41352,Completado
9352,08/08/2020,63092,Completado
9411,08/08/2020,28609,Completado
9825,08/08/2020,38483,Completado
9247,08/08/2020,7754,Completado
10221,08/08/2020,55802,Completado
10203,08/08/2020,65250,Completado
9282,08/08/2020,43859,Completado
10091,08/08/2020,92114,Completado
10345,08/08/2020,18623,Completado
9362,08/08/2020,29993,Completado
9372,08/08/2020,29473,Completado
9035,08/08/2020,10703,Completado
9634,08/08/2020,44139,Completado
10023,08/08/2020,43381,Completado
9432,08/08/2020,49576,Completado
9982,08/08/2020,50054,Completado
10416,08/08/2020,97740,Completado
9484,09/08/2020,3418,Completado
9324,09/08/2020,75038,Completado
10471,09/08/2020,70279,Completado
9185,09/08/2020,21118,Completado
10550,09/08/2020,15960,Completado
9521,09/08/2020,77862,Completado
9016,09/08/2020,66318,Completado
9950,09/08/2020,96614,Completado
10048,09/08/2020,89753,Completado
9751,09/08/2020,78303,Completado
9351,09/08/2020,93526,Completado
9825,09/08/2020,78607,Completado
10579,09/08/2020,93188,Completado
9492,09/08/2020,54913,Completado
10077,09/08/2020,56219,Completado
9489,09/08/2020,81893,Completado
9450,09/08/2020,72525,Completado
10315,09/08/2020,16581,Completado
9319,09/08/2020,57004,Completado
9063,09/08/2020,36818,Completado
9190,10/08/2020,34153,Completado
10215,10/08/2020,37205,Completado
9597,10/08/2020,10830,Completado
9114,10/08/2020,4362,Completado
10180,10/08/2020,88323,Completado
9653,10/08/2020,53550,Completado
